14 , 8 , 
17 , 7 , 
15 , 7 , 
15 , 8 , 
15 , 8 , 
13 , 7 , 
14 , 7 , 
15 , 8 , 
13 , 8 , 
15 , 8 , 
16 , 8 , 
14 , 5 , 
14 , 8 , 
16 , 7 , 
13 , 11 , 
15 , 7 , 
17 , 6 , 
15 , 8 , 
18 , 8 , 
16 , 7 , 
15 , 8 , 
19 , 7 , 
15 , 7 , 
16 , 6 , 
16 , 16 , 
16 , 8 , 
23 , 7 , 
13 , 6 , 
14 , 8 , 
14 , 8 , 
14 , 9 , 
15 , 7 , 
13 , 6 , 
16 , 8 , 
16 , 8 , 
14 , 6 , 
12 , 8 , 
14 , 8 , 
13 , 7 , 
17 , 8 , 
15 , 6 , 
16 , 12 , 
14 , 7 , 
17 , 6 , 
15 , 8 , 
16 , 8 , 
15 , 8 , 
25 , 7 , 
15 , 8 , 
16 , 7 , 
16 , 8 , 
15 , 7 , 
16 , 6 , 
15 , 8 , 
15 , 10 , 
15 , 7 , 
16 , 8 , 
17 , 6 , 
12 , 7 , 
14 , 8 , 
17 , 7 , 
15 , 8 , 
16 , 9 , 
17 , 8 , 
17 , 10 , 
17 , 9 , 
18 , 6 , 
17 , 7 , 
14 , 7 , 
14 , 6 , 
15 , 9 , 
18 , 9 , 
16 , 7 , 
13 , 6 , 
17 , 8 , 
24 , 8 , 
16 , 8 , 
15 , 9 , 
16 , 7 , 
14 , 8 , 
16 , 7 , 
15 , 8 , 
15 , 7 , 
13 , 6 , 
14 , 8 , 
16 , 8 , 
14 , 9 , 
15 , 5 , 
16 , 6 , 
17 , 6 , 
15 , 6 , 
16 , 7 , 
17 , 7 , 
17 , 8 , 
18 , 8 , 
17 , 9 , 
13 , 8 , 
15 , 8 , 
14 , 8 , 
20 , 7 , 
16 , 8 , 
14 , 8 , 
16 , 8 , 
16 , 8 , 
16 , 9 , 
15 , 8 , 
16 , 7 , 
14 , 7 , 
15 , 7 , 
14 , 8 , 
16 , 8 , 
15 , 6 , 
17 , 7 , 
18 , 8 , 
16 , 7 , 
14 , 6 , 
14 , 7 , 
16 , 6 , 
14 , 8 , 
16 , 8 , 
17 , 8 , 
16 , 7 , 
15 , 8 , 
15 , 7 , 
17 , 8 , 
18 , 9 , 
15 , 7 , 
14 , 9 , 
16 , 8 , 
15 , 7 , 
13 , 7 , 
15 , 7 , 
17 , 8 , 
24 , 19 , 
14 , 8 , 
15 , 7 , 
17 , 8 , 
13 , 8 , 
15 , 8 , 
16 , 8 , 
15 , 8 , 
15 , 7 , 
18 , 8 , 
15 , 8 , 
15 , 6 , 
13 , 6 , 
17 , 7 , 
14 , 8 , 
16 , 8 , 
18 , 9 , 
18 , 9 , 
15 , 6 , 
17 , 8 , 
15 , 7 , 
15 , 8 , 
14 , 7 , 
14 , 8 , 
14 , 6 , 
16 , 8 , 
15 , 9 , 
14 , 7 , 
18 , 10 , 
18 , 7 , 
15 , 7 , 
16 , 7 , 
16 , 8 , 
13 , 8 , 
15 , 7 , 
14 , 7 , 
15 , 8 , 
17 , 8 , 
14 , 6 , 
14 , 8 , 
15 , 8 , 
12 , 5 , 
14 , 7 , 
13 , 7 , 
17 , 7 , 
16 , 7 , 
30 , 7 , 
16 , 6 , 
15 , 8 , 
15 , 6 , 
14 , 8 , 
16 , 7 , 
15 , 8 , 
13 , 8 , 
13 , 9 , 
13 , 8 , 
16 , 6 , 
15 , 8 , 
12 , 4 , 
16 , 6 , 
16 , 8 , 
18 , 8 , 
15 , 6 , 
15 , 8 , 
16 , 8 , 
15 , 8 , 
16 , 6 , 
17 , 8 , 
13 , 8 , 
15 , 8 , 
13 , 8 , 
13 , 9 , 
14 , 7 , 
14 , 7 , 
16 , 6 , 
16 , 8 , 
15 , 7 , 
16 , 8 , 
17 , 6 , 
14 , 8 , 
14 , 8 , 
15 , 8 , 
13 , 8 , 
14 , 8 , 
13 , 8 , 
20 , 8 , 
16 , 8 , 
16 , 8 , 
15 , 6 , 
15 , 6 , 
17 , 6 , 
17 , 7 , 
16 , 8 , 
16 , 9 , 
13 , 7 , 
16 , 7 , 
15 , 6 , 
15 , 8 , 
15 , 7 , 
15 , 9 , 
15 , 6 , 
13 , 6 , 
14 , 8 , 
13 , 6 , 
15 , 6 , 
13 , 6 , 
15 , 6 , 
15 , 9 , 
15 , 7 , 
16 , 6 , 
17 , 8 , 
18 , 9 , 
15 , 6 , 
14 , 12 , 
14 , 6 , 
20 , 7 , 
14 , 8 , 
14 , 7 , 
17 , 10 , 
16 , 7 , 
17 , 6 , 
16 , 7 , 
15 , 7 , 
15 , 7 , 
14 , 8 , 
13 , 8 , 
14 , 6 , 
15 , 6 , 
17 , 9 , 
16 , 7 , 
16 , 5 , 
18 , 8 , 
13 , 7 , 
17 , 7 , 
15 , 8 , 
17 , 9 , 
13 , 6 , 
15 , 8 , 
14 , 7 , 
11 , 6 , 
15 , 7 , 
13 , 6 , 
14 , 7 , 
19 , 7 , 
18 , 9 , 
13 , 6 , 
16 , 7 , 
13 , 6 , 
14 , 6 , 
14 , 8 , 
16 , 7 , 
16 , 7 , 
17 , 8 , 
16 , 9 , 
14 , 8 , 
15 , 7 , 
14 , 8 , 
15 , 6 , 
14 , 5 , 
15 , 6 , 
14 , 8 , 
14 , 6 , 
14 , 7 , 
16 , 7 , 
17 , 7 , 
16 , 6 , 
16 , 8 , 
13 , 6 , 
14 , 10 , 
12 , 7 , 
18 , 8 , 
15 , 7 , 
14 , 7 , 
18 , 8 , 
17 , 7 , 
16 , 6 , 
15 , 7 , 
14 , 7 , 
25 , 6 , 
14 , 9 , 
14 , 6 , 
14 , 7 , 
14 , 6 , 
14 , 7 , 
16 , 8 , 
13 , 8 , 
15 , 7 , 
15 , 7 , 
13 , 7 , 
16 , 8 , 
16 , 8 , 
15 , 7 , 
14 , 6 , 
17 , 8 , 
13 , 8 , 
13 , 8 , 
19 , 8 , 
14 , 6 , 
15 , 8 , 
16 , 7 , 
15 , 8 , 
13 , 9 , 
15 , 7 , 
14 , 8 , 
16 , 9 , 
15 , 9 , 
16 , 5 , 
15 , 8 , 
14 , 7 , 
17 , 8 , 
14 , 8 , 
17 , 6 , 
18 , 6 , 
16 , 6 , 
16 , 8 , 
15 , 8 , 
21 , 8 , 
14 , 7 , 
11 , 6 , 
16 , 8 , 
17 , 8 , 
15 , 7 , 
16 , 8 , 
16 , 8 , 
12 , 8 , 
15 , 6 , 
17 , 7 , 
16 , 9 , 
29 , 8 , 
17 , 9 , 
16 , 8 , 
16 , 6 , 
16 , 8 , 
14 , 6 , 
14 , 5 , 
15 , 8 , 
14 , 7 , 
23 , 18 , 
15 , 5 , 
17 , 7 , 
17 , 8 , 
17 , 8 , 
11 , 6 , 
16 , 6 , 
15 , 5 , 
14 , 7 , 
15 , 7 , 
16 , 7 , 
16 , 8 , 
15 , 8 , 
13 , 7 , 
16 , 7 , 
15 , 8 , 
12 , 8 , 
16 , 7 , 
17 , 7 , 
16 , 6 , 
15 , 7 , 
16 , 7 , 
15 , 8 , 
14 , 6 , 
14 , 6 , 
17 , 8 , 
16 , 7 , 
13 , 8 , 
16 , 8 , 
16 , 7 , 
16 , 7 , 
14 , 8 , 
16 , 8 , 
24 , 6 , 
16 , 7 , 
18 , 8 , 
14 , 8 , 
14 , 7 , 
16 , 6 , 
14 , 6 , 
17 , 7 , 
17 , 7 , 
14 , 8 , 
16 , 7 , 
16 , 6 , 
16 , 9 , 
18 , 7 , 
16 , 7 , 
15 , 8 , 
15 , 11 , 
17 , 6 , 
15 , 7 , 
12 , 6 , 
21 , 7 , 
15 , 7 , 
14 , 7 , 
14 , 7 , 
14 , 7 , 
15 , 6 , 
17 , 8 , 
15 , 8 , 
12 , 6 , 
16 , 7 , 
15 , 8 , 
16 , 6 , 
17 , 8 , 
18 , 8 , 
14 , 6 , 
15 , 9 , 
16 , 8 , 
15 , 8 , 
16 , 7 , 
17 , 6 , 
15 , 8 , 
14 , 7 , 
15 , 6 , 
17 , 10 , 
17 , 6 , 
13 , 8 , 
13 , 7 , 
17 , 8 , 
17 , 8 , 
13 , 8 , 
15 , 8 , 
19 , 9 , 
19 , 11 , 
13 , 8 , 
16 , 8 , 
15 , 7 , 
14 , 7 , 
15 , 6 , 
14 , 7 , 
15 , 6 , 
